position,chair_idx,obj_id
1359,1855,O80341
1360,843,OK-11131B
1361,844,OK-11131B
1362,1414,O1240872
1363,201,O156932
1364,1603,O59199
1365,1040,NMK.2010.0161
1366,1747,O368902
1367,226,O69136
1368,1469,O133787
1369,883,OK-10330F
1370,889,OK-10330B
1371,1511,O61207
1372,735,O144038
1373,2113,O370262
1374,179,O371951
1375,1536,O129305
1376,1503,O73363
1377,928,OK-09251
1378,980,OK-07254
1379,981,OK-07254
1380,982,OK-07254
1381,480,O119851
1382,1524,O8464
1383,1832,O128483
1384,1282,OK-1979-0001
1385,1307,OK-1979-0001
1386,1558,O15404
1387,1945,O84664
1388,1940,O53196
1389,593,O76334
1390,743,O79079
1391,2216,O77701
1392,741,O127523
1393,489,O183941
1394,706,O134653
1395,210,O62544
1396,633,O129267
1397,472,O119837
1398,1803,O58196
1399,256,O134634
1400,609,O118739
1401,835,OK-11529B
1402,1786,O1531313
1403,412,O1174396
1404,1732,O21623
1405,1574,O55190
1406,1682,O158271
1407,2006,O304867
1408,581,O372064
1409,940,OK-08745
1410,216,O1191305
1411,251,O136993
1412,2157,O372227
1413,1411,O9031
1414,710,O368607
1415,1285,NMK.2014.0078
1416,1319,NMK.2014.0078
1417,2177,O131699
1418,2056,O121809
1419,239,O127527
1420,1037,OK-1991-0898
1421,2009,O1656438
1422,1100,NMK.2011.0140
1423,2106,O131527
1424,64,O372150
1425,1720,O181599
1426,1907,O211713
1427,2029,O112468
1428,1629,O1391587
1429,827,OK-11813J
1430,1830,O321995
1431,620,O372167
1432,2245,O371953
1433,2011,O372427
1434,88,O372209
1435,1693,O369128
1436,784,OK-17261
1437,975,OK-07282
1438,988,OK-07063
1439,987,OK-07243
1440,1137,OK-07061
1441,1181,OK-07061
1442,1210,OK-07061
1443,989,OK-07062
1444,1765,O133447
1445,2144,O131718
1446,1697,O131719
1447,539,O371804
1448,215,O369534
1449,584,O368573
1450,1288,NMK.2021.0149
1451,1310,NMK.2021.0149
1452,2160,O59272
1453,501,O59250
1454,701,O128816
1455,1150,NMK.2011.0139
1456,1182,NMK.2011.0139
1457,1223,NMK.2011.0139
1458,284,O76171
1459,1095,OK-1989-0003C
1460,1741,O117703
1461,2247,O55103
1462,1912,O108606
1463,2109,O248400
1464,1755,O133442
1465,1141,OK-1996-0132
1466,1177,OK-1996-0132
1467,1226,OK-1996-0132
1468,99,O372156
1469,1547,O115280
1470,1802,O372043
1471,992,NMK.2005.0645
1472,1303,NMK.2005.0645
1473,1404,NMK.2005.0645
1474,471,O368713
1475,1042,OK-05399
1476,2186,O120510
1477,126,O372186
1478,880,OK-10343
1479,881,OK-10343
1480,882,OK-10343
1481,301,O62471
1482,541,O55044
1483,1731,O53119
1484,434,O372154
1485,2041,O372303
1486,1939,O182189
1487,333,O120069
1488,1853,O123539
1489,1815,O145062
1490,1695,O119842
1491,1646,O140827
1492,583,O61437
1493,1298,OK-05237
1494,1390,OK-05237
1495,1921,O90868
1496,1952,O93490
1497,2010,O172749
1498,2137,O132481
1499,1439,O1264771
1500,2042,O182890
1501,1719,O321659
1502,1937,O80329
1503,2032,O80326
1504,490,O371890
1505,2161,O370418
1506,2228,O53061
1507,1302,OK-06939
1508,1392,OK-06939
1509,508,O371894
1510,608,O372164
1511,572,O371898
1512,571,O371796
1513,587,O372325
1514,1831,O167600
1515,2255,O371892
1516,151,O372160
1517,519,O181083
1518,56,O370241
1519,483,O372256
1520,485,O123763
1521,596,O60320
1522,1710,O76386
1523,560,O177076
1524,1670,O70220
1525,279,O71484
1526,257,O60629
1527,162,O133239
1528,163,O125676
1529,1690,O114459
1530,1718,O61469
1531,1759,O172519
1532,718,O120525
1533,2263,O77578
1534,192,O182810
1535,80,O1371104
1536,1241,NMK.2011.0004
1537,1383,NMK.2011.0004
1538,1960,O188133
1539,1530,O63047
1540,1065,OK-1995-0114
1541,2152,O372159
1542,149,O371842
1543,623,O120411
1544,147,O145065
1545,1984,O372191
1546,562,O301117
1547,214,O372216
1548,1868,O120405
1549,1842,O371905
1550,1822,O60660
1551,128,O372381
1552,1612,O158245
1553,525,O372168
1554,42,O371814
1555,1279,OK-06434
1556,1312,OK-06434
1557,2034,O370242
1558,2140,O372196
1559,1856,O80340
1560,100,O80335
1561,2055,O80373
1562,1950,O80332
1563,1857,O80339
1564,1854,O80343
1565,106,O80371
1566,120,O180087
1567,651,O179299
1568,577,O172495
1569,1918,O180090
1570,1632,O1176157
1571,664,O144277
1572,186,O172502
1573,694,O84500
1574,282,O59231
1575,255,O144030
1576,607,O61462
1577,649,O119282
1578,2243,O129437
1579,724,O181055
1580,1783,O372094
1581,500,O370234
1582,642,O53300
1583,463,O59312
1584,653,O78951
1585,637,O59246
1586,727,O53108
1587,580,O1135253
1588,208,O119865
1589,438,O65772
1590,1430,O181062
1591,1512,O1224758
1592,1627,O114110
1593,1911,O372425
1594,1422,O21604
1595,1745,O144286
1596,1552,O372098
1597,1256,NMK.2010.0162
1598,1269,NMK.2010.0162
1599,731,O370415
1600,707,O79037
1601,693,O129655
1602,1473,O144081
1603,1910,O372338
1604,657,O73919
1605,1073,NMK.2016.0144
1606,75,O368670
1607,2211,O314705
1608,1891,O181071
1609,1892,O181068
1610,690,O371750
1611,1480,O62433
1612,1981,O372101
1613,2132,O372102
1614,1014,OK-1991-0003
1615,841,OK-11131C
1616,842,OK-11131C
1617,1018,OK-02257
1618,1022,OK-05554
1619,1250,OK-02817
1620,1271,OK-02817
1621,996,OK-02256
1622,1299,OK-02256
1623,1399,OK-02256
1624,768,OK-17290
1625,1743,O368916
1626,603,O71491
1627,1123,OK-1989-0003B
1628,271,O80358
1629,721,O59255
1630,998,OK-1995-0109
1631,1292,OK-1995-0109
1632,1400,OK-1995-0109
1633,1814,O147413
1634,145,O153132
1635,1028,OK-04953
1636,1982,O185953
1637,764,OK-17329A
1638,1688,O125998
1639,930,OK-09215
1640,931,OK-09215
1641,1278,OK-1985-0031A
1642,1321,OK-1985-0031A
1643,616,O71485
1644,1569,O1375313
1645,1406,O121083
1646,1953,O301109
1647,1716,O61230
1648,1933,O235510
1649,136,O119848
1650,2035,O111968
1651,1824,O372151
1652,2059,O372253
1653,156,O227606
1654,491,O304866
1655,558,O52961
1656,729,O74821
1657,545,O76741
1658,465,O122700
1659,1724,O372207
1660,509,O369598
1661,237,O184212
1662,354,O81508
1663,405,O7882
1664,368,O94092
1665,415,O119010
1666,388,O67147
1667,178,O372097
1668,343,O368913
1669,379,O371810
1670,378,O94098
1671,437,O79013
1672,243,O144052
1673,356,O127328
1674,336,O118452
1675,2244,O144122
1676,1873,O11752
1677,1691,O114457
1678,303,O114462
1679,1450,O114460
1680,1987,O301115
1681,1988,O301114
1682,1550,O71057
1683,1464,O121088
1684,1478,O121095
1685,1446,O121090
1686,138,O119845
1687,689,O371967
1688,2192,O372362
1689,137,O372361
1690,212,O192617
1691,680,O371206
1692,287,O34133
1693,1082,OK-2001-0017
1694,1055,NMK.2017.0169
1695,236,O186587
1696,238,O186405
1697,760,OK-18419
1698,464,O53151
1699,1742,O93886
1700,1451,O121092
1701,1452,O372073
1702,207,O372071
1703,1455,O372072
1704,1447,O372075
1705,1543,O371752
1706,1482,O371756
1707,886,OK-10330C
1708,887,OK-10330C
1709,888,OK-10330C
1710,2266,O372321
1711,2067,O301116
1712,2232,O1578864
1713,2268,O371815
1714,92,O1322039
1715,585,O132994
1716,728,O118872
1717,14,O176218
1718,1668,O176214
1719,1125,OK-2003-0237
1720,2114,O371747
1721,547,O120559
1722,2170,O368915
1723,1667,O176216
1724,62,O176177
1725,499,O371780
1726,4,O1131394
1727,110,O368630
1728,45,O187970
1729,43,O25163
1730,47,O186604
1731,1625,O372174
1732,1635,O372173
1733,1610,O371873
1734,2224,O84641
1735,673,O58199
1736,2057,O371904
1737,2238,O141880
1738,1436,O21633
1739,1409,O21635
1740,1431,O21634
1741,2202,O8939
1742,2165,O371773
1743,1861,O321419
1744,1336,OK-1992-0122B
1745,1357,OK-1992-0122B
1746,1088,OK-1992-0122A
1747,2172,O326321
1748,1168,NMK.DEP.2019.0014
1749,1206,NMK.DEP.2019.0014
1750,1358,NMK.DEP.2019.0014
1751,1820,O372041
1752,676,O372119
1753,25,O180089
1754,26,O118921
1755,182,O122348
1756,1611,O50990
1757,1461,O49115
1758,1333,OK-2002-0175A
1759,1356,OK-2002-0175A
1760,2262,O442551
1761,646,O133203
1762,473,O131683
1763,2079,O79015
1764,2125,O304636
1765,2221,O78983
1766,2209,O144039
1767,1410,O10273
1768,1449,O21619
1769,1474,O1191306
1770,1020,NMK.2005.0640
1771,2179,O181568
1772,449,O369943
1773,1327,OK-1989-0003A
1774,1341,OK-1989-0003A
1775,1850,O15948
1776,139,O372248
1777,513,O372357
1778,132,O368675
1779,1875,O192565
1780,1707,O131744
1781,1773,O131694
1782,2013,O186091
1783,2242,O370279
1784,736,O172488
1785,1713,O131708
1786,1467,O60672
1787,198,O167596
1788,117,O131305
1789,495,O120521
1790,625,O372183
1791,737,O110055
1792,733,O131682
1793,468,O372244
1794,476,O119190
1795,312,O115893
1796,1443,O1359610
1797,13,O372070
1798,685,O60628
1799,503,O371925
1800,199,O131704
1801,195,O131714
1802,1746,O371742
1803,832,OK-11531D
1804,833,OK-11531D
1805,267,O134660
1806,161,O138281
1807,1542,O121810
1808,2128,O122666
1809,834,OK-11531C
1810,1725,O52894
1811,2235,O129269
1812,486,O49616
1813,89,O1363233
1814,1023,OK-1980-0043
1815,1502,O1175028
1816,1334,NMK.2011.0320
1817,1342,NMK.2011.0320
1818,2007,O211676
1819,1956,O186909
1820,280,O59525
1821,2133,O112016
1822,50,O176851
1823,2023,O372423
1824,457,O372082
1825,544,O80379
1826,30,O372121
1827,31,O372158
1828,543,O372257
1829,604,O181095
1830,1653,O1227389
1831,466,O371775
1832,498,O120517
1833,455,O370272
1834,1029,OK-2002-0168
1835,1597,O372069
1836,332,O122238
1837,300,O122406
1838,260,O21566
1839,1068,NMK.2016.0137.001
1840,1426,O1176863
1841,1438,O1300058
1842,1,O1713794
1843,1867,O370414
1844,1544,O34903
1845,1889,O371895
1846,1777,O118472
1847,1489,O144846
1848,2098,O38411
1849,7,O1478687
1850,627,O372430
1851,2252,O185882
1852,1770,O371727
1853,1979,O372085
1854,1978,O372086
1855,1416,O121005
1856,1408,O144157
1857,1534,O144155
1858,155,O176187
1859,1805,O184495
1860,1985,O121394
1861,53,O129668
1862,2090,O61754
1863,298,O61753
1864,34,O372076
1865,242,O130651
1866,355,O371754
1867,338,O110757
1868,340,O301123
1869,342,O372177
1870,217,O371987
1871,1604,O71152
1872,380,O372124
1873,1775,O145069
1874,600,O112073
1875,601,O112075
1876,395,O74040
1877,431,O76216
1878,310,O49200
1879,299,O61756
1880,597,O131684
1881,786,OK-16037
1882,787,OK-16037
1883,1904,O109491
1884,1938,O1171540
1885,419,O154942
1886,1555,O119975
1887,160,O131702
1888,1776,O231890
1889,305,O71460
1890,507,O133253
1891,1736,O109522
1892,1794,O131697
1893,1496,O131696
1894,1546,O137946
1895,999,NMK.2005.0639
1896,1293,NMK.2005.0639
1897,1397,NMK.2005.0639
1898,1083,NMK.2015.0335
1899,939,OK-08803
1900,965,OK-07609
1901,966,OK-07609
1902,73,O166484
1903,2048,O372187
1904,893,OK-10141
1905,561,O371718
1906,960,OK-08045
1907,961,OK-08045
1908,474,O372105
1909,1628,O301144
1910,991,NMK.2005.0644
1911,1305,NMK.2005.0644
1912,1401,NMK.2005.0644
1913,2219,O372039
1914,11,O1224753
1915,1036,OK-1991-0892D
1916,1523,O61490
1917,44,O186731
1918,2226,O371695
1919,1002,OK-1980-0045
1920,2191,O122351
1921,2122,O58228
1922,1030,NMK.2016.0135.002
1923,352,O120412
1924,177,O125191
1925,286,O71108
1926,1026,NMK.2021.0137
1927,1094,OK-1995-0111
1928,536,O62293
1929,575,O59260
1930,2044,O50991
1931,304,O126577
1932,496,O181080
1933,2130,O180088
1934,2201,O121411
1935,1454,O372084
1936,1882,O182807
1937,1677,O129434
1938,430,O1243279
1939,129,O301143
1940,197,O101934
1941,617,O58658
1942,445,O297116
1943,444,O297115
1944,422,O370014
1945,281,O75987
1946,674,O84637
1947,386,O117800
1948,1549,O182284
1949,245,O144139
1950,442,O372339
1951,269,O107395
1952,1666,O115054
1953,322,O177077
1954,389,O113729
1955,634,O53183
1956,619,O100671
1957,493,O372319
1958,2184,O369668
1959,2230,O170111
1960,189,O59296
1961,1579,O78057
1962,2180,O79068
1963,240,O168294
1964,588,O22884
1965,615,O370411
1966,1764,O182332
1967,631,O144283
1968,2142,O117801
1969,626,O129974
1970,1458,O11345
1971,1463,O11334
1972,2248,O137614
1973,1120,OK-1989-0185
1974,273,O57988
1975,563,O58653
1976,1997,O130191
1977,1652,O134281
1978,440,O72640
1979,339,O372055
1980,348,O55037
1981,350,O371831
1982,397,O372222
1983,398,O372223
1984,381,O369667
1985,196,O109825
1986,2158,O186042
1987,404,O130647
1988,432,O7878
1989,443,O60321
1990,492,O176223
1991,2198,O114197
1992,2259,O1248498
1993,423,O1554551
1994,1440,O188139
1995,233,O129645
1996,394,O94091
1997,556,O70648
1998,1493,O126915
1999,169,O372099
2000,665,O1779707
2001,2188,O8281
2002,2138,O93872
2003,170,O371899
2004,548,O107438
2005,166,O371897
2006,478,O192562
2007,725,O138120
2008,127,O7967
2009,590,O183932
2010,130,O251429
2011,283,O71488
2012,134,O1299646
2013,2163,O58186
2014,154,O144553
2015,360,O372220
2016,345,O371849
2017,702,O60670
2018,358,O238445
2019,21,O372057
2020,1844,O123775
2021,115,O120513
2022,658,O371712
2023,393,O176204
2024,632,O371744
2025,1075,OK-1990-0041
2026,1442,O114827
2027,2185,O321666
2028,1642,O49619
2029,462,O143963
2030,428,O1312248
2031,2173,O144055
2032,38,O59254
2033,8,O119009
2034,2073,O119864
2035,470,O133257
2036,624,O372215
2037,15,O176231
2038,2050,O58657
2039,595,O140391
2040,1260,NMK.2020.0270
2041,1273,NMK.2020.0270
2042,1132,OK-1989-0043
2043,1175,OK-1989-0043
2044,1216,OK-1989-0043
2045,1238,NMK.2018.0383
2046,1387,NMK.2018.0383
2047,1161,NMK.2016.0133
2048,1199,NMK.2016.0133
2049,1361,NMK.2016.0133
2050,1424,O1176156
2051,745,OK-19554
2052,746,OK-19554
2053,747,OK-19554
2054,748,OK-19553
2055,749,OK-19553
2056,750,OK-19553
2057,1462,O71146
2058,2214,O112088
2059,1838,O372263
2060,1537,O61443
2061,1816,O131701
2062,852,OK-11049
2063,2117,O302149
2064,1640,O53160
2065,2217,O372096
2066,643,O53099
2067,2078,O79042
2068,697,O53194
2069,1556,O48633
2070,407,O372271
2071,429,O48619
2072,1963,O118450
2073,512,O156942
2074,142,O156940
2075,2014,O117432
2076,2001,O301122
2077,1594,O186256
2078,533,O372178
2079,602,O372146
2080,1807,O120378
2081,692,O498891
2082,1500,O8398
2083,2101,O372141
2084,1121,OK-1980-0044A
2085,1087,OK-1980-0046
2086,2131,O154302
2087,1591,O1741693
2088,1521,O1298384
2089,1484,O1298380
2090,644,O171810
2091,2124,O66413
2092,777,OK-17286E
2093,686,O144416
2094,582,O58654
2095,2148,O142927
2096,90,O70961
2097,331,O122243
2098,1066,OK-1994-0081
2099,3,O61481
2100,2166,O79004
2101,1964,O211539
2102,2199,O131461
2103,540,O131303
2104,84,O118736
2105,712,O167593
2106,477,O58564
2107,1619,O131703
2108,2141,O134655
2109,1874,O59056
2110,605,O369538
2111,328,O58227
2112,591,O301105
2113,46,O186502
2114,542,O53198
2115,252,O49426
2116,2058,O113388
2117,2200,O368672
2118,1003,NMK.2005.0646
2119,2168,O73594
2120,1656,O158241
2121,1895,O71487
2122,723,O129652
2123,719,O49613
2124,391,O131725
2125,390,O131727
2126,5,O1486810
2127,426,O144294
2128,376,O153133
2129,385,O192614
2130,309,O55148
2131,530,O131304
2132,1975,O186536
2133,2212,O182002
2134,96,O172510
2135,2260,O372136
2136,157,O371751
2137,1711,O157274
2138,1586,O144029
2139,1636,O122265
2140,703,O55186
2141,1104,OK-1978-0219
2142,517,O63055
2143,2054,O171807
2144,885,OK-10330D
2145,1407,O142934
2146,2116,O1273289
2147,742,O372123
2148,550,O112068
2149,551,O112074
2150,229,O1154716
2151,1246,NMK.DEP.2010.0009
2152,1376,NMK.DEP.2010.0009
2153,666,O147463
2154,35,O350228
2155,2183,O76418
2156,1428,O1227489
2157,479,O371736
2158,396,O472030
2159,347,O371716
2160,1828,O83923
2161,206,O297266
2162,2261,O109262
2163,1491,O1171343
2164,683,O66273
2165,306,O7881
2166,1058,OK-1994-0136
2167,1616,O101947
2168,133,O114191
2169,2115,O1273291
2170,521,O1458096
2171,2135,O1171794
2172,6,O1243278
2173,23,O1441053
2174,231,O1131697
2175,2036,O129250
2176,314,O10416
2177,1006,OK-1994-0038
2178,2111,O119862
2179,1054,NMK.2021.0204
2180,1122,NMK.2010.0164
2181,1791,O187940
2182,1032,NMK.2005.0641
2183,369,O94030
2184,365,O182956
2185,74,O370286
2186,370,O109823
2187,119,O113389
2188,1609,O301121
2189,122,O182827
2190,1958,O76442
2191,420,O371930
2192,414,O131546
2193,146,O371714
2194,285,O60674
2195,695,O60675
2196,118,O182893
2197,515,O130512
2198,1584,O52956
2199,636,O371808
2200,413,O75853
2201,425,O55025
2202,384,O75983
2203,410,O131055
2204,363,O372241
2205,1929,O371745
2206,1412,O371759
2207,660,O73921
2208,494,O371722
2209,969,OK-07363
2210,970,OK-07363
2211,2273,O60676
2212,2045,O129659
2213,1405,O121252
2214,296,O135632
2215,2139,O1156220
2216,232,O129647
2217,1637,O129649
2218,1659,O129650
2219,1924,O132489
2220,364,O371850
2221,221,O138298
2222,1848,O132484
2223,877,OK-10700
2224,667,O1779764
2225,0,O1779763
2226,2169,O59243
2227,2190,O135626
2228,1009,NMK.2005.0661
2229,433,O1370748
2230,165,O134544
2231,1588,O1191303
2232,1572,O1191304
2233,1435,O58656
2234,675,O370282
2235,1057,NMK.2009.0087
2236,677,O144159
2237,1506,O1512259
2238,193,O120564
2239,1326,NMK.2008.0118
2240,1353,NMK.2008.0118
2241,181,O1249163
2242,383,O118974
2243,1522,O1298370
2244,95,O1298377
2245,94,O1298378
2246,1485,O1298379
2247,518,O372051
2248,678,O129435
2249,148,O235558
2250,1335,OK-2003-0200
2251,1344,OK-2003-0200
2252,187,O59258
2253,302,O76417
2254,578,O372106
2255,2127,O144575
2256,1481,O1426846
2257,1235,OK-1990-0061
2258,1385,OK-1990-0061
2259,901,OK-09694
2260,61,O59298
2261,441,O498924
2262,720,O86699
2263,1754,O372184
2264,2030,O120406
2265,408,O167699
2266,416,O84672
2267,220,O138297
2268,2015,O372114
2269,113,O117428
2270,153,O131728
2271,1571,O371828
2272,28,O368648
2273,87,O53097
2274,1679,O98670
